Unit Size,Unit Name,Unit Type,Experience Level,Equipment,Command Structure,Logistics,Estimated Enemy Size,Enemy Unit Type Composition,Known Enemy Capabilities,Morale,Leadership,Mission Objective,Terrain Type,Weather Conditions,Time of Day,Civilian Presence,Supporting Arms,Enemy Movement,Rules of Engagement,Action Taken
146,Fire Team,Engineers,Rookie,Advanced Weaponry,Centralized,Well-Supplied,319,Armored,Sniper Teams,Fanatical,Tactical Genius,Rescue/Evacuation,Arctic,Extreme Heat,Dusk,None,Yes (Air & Artillery),Patrolling,Protect Civilians at All Costs,2
205,Company,Special Forces,Veteran,Medical Supplies,Decentralized,Adequate,456,Irregular Militia,Standard Equipment,Low,Competent,Cyber Defense,Urban,Thunderstorm,Dawn,None,Yes (Naval Gunfire),Aggressive Push,Weapons Free,7
8,Battalion,Airborne,Veteran,Standard Issue,Decentralized (Limited Communication),Basic,250,Light Infantry,Standard Equipment,High,Weak,Secure Objective,Suburban,Thunderstorm,Dusk,Low,Yes (Air Support),Encirclement,Return Fire Only,5
6,Squad,Mechanized,Elite,Standard Issue,Centralized (Strict Hierarchy),Overstocked,209,Mechanized Infantry,Improvised Explosive Devices (IEDs),Fanatical,Incompetent,Eliminate Enemy Force,Suburban,Extreme Cold,Dusk,None,Yes (Artillery & Close Air Support),Tactical Retreat,Minimize Collateral Damage,1
18,Platoon,Special Forces,Mixed,Riot Gear,Decentralized,Well-Supplied,19,Cyber Warfare,Sniper Teams,High,Charismatic Leader,Secure Objective,Desert,Light Rain,Dawn,Low,Yes (Artillery),Static Defense,Weapons Free,3
50,Company,Airborne,Elite,Riot Gear,Centralized (Flexible),Well-Supplied,311,Irregular Militia,Standard Equipment,Medium,Strong,Peacekeeping,Urban,Light Rain,Day,Medium,Yes (Naval Gunfire),Static Defense,Weapons Free,1
939,Company,Airborne,Veteran,Medical Supplies,Centralized (Strict Hierarchy),Basic,456,Drone Operators,Improvised Explosive Devices (IEDs),Low,Competent,Eliminate Enemy Force,Forest,Snow,Dusk,Medium,Yes (Air Support),Patrolling,Return Fire Only,5
10,Battalion,Airborne,Veteran,Standard Issue,Centralized (Flexible),Adequate,394,Mechanized Infantry,Standard Equipment,Medium,Tactical Genius,Peacekeeping,Mountain,Thunderstorm,Dawn,Medium,Yes (Naval Gunfire),Encirclement,Minimize Collateral Damage,7
577,Company,Military Police,Elite,Riot Gear,Centralized (Flexible),Adequate,231,Mechanized Infantry,Improvised Explosive Devices (IEDs),High,Incompetent,Rescue/Evacuation,Desert,Extreme Cold,Night,Medium,Yes (Naval Gunfire),Static Defense,Return Fire Only,5
6,Company,Military Police,Mixed,Specialized Gear,Centralized,Adequate,175,Mechanized Infantry,Standard Equipment,High,Incompetent,Rescue/Evacuation,Rural,Fog,Day,Medium,Yes (Naval Gunfire),Static Defense,Non-Lethal Force Only,8
42,Squad,Mechanized,Veteran,Standard Issue,Centralized (Strict Hierarchy),Overstocked,206,Armored,Sniper Teams,Medium,Strong,Infrastructure Protection,Urban,Blizzard,Dusk,Low,Yes (Air & Artillery),Patrolling,Return Fire Only,7
11,Fire Team,Military Police,Mixed,Basic (Limited Ammo),Decentralized,Well-Supplied,85,Mechanized Infantry,Sniper Teams,Fanatical,Incompetent,Infrastructure Protection,Mountain,Extreme Heat,Night,High,Yes (Air Support),Patrolling,Weapons Free,1
862,Squad,Reconnaissance,Mixed,Medical Supplies,Centralized (Strict Hierarchy),Overstocked,212,Light Infantry,Improvised Explosive Devices (IEDs),High,Competent,Cyber Defense,Mountain,Cloudy,Dusk,Low,Yes (Air & Artillery),Guerrilla Tactics,Non-Lethal Force Only,3
232,Fire Team,Military Police,Rookie,Standard Issue,Centralized (Flexible),Overstocked,24,Mechanized Infantry,Improvised Explosive Devices (IEDs),Low,Tactical Genius,Cyber Defense,Suburban,Extreme Heat,Night,Low,No,Tactical Retreat,Non-Lethal Force Only,6
8,Squad,Reconnaissance,Veteran,Medical Supplies,Centralized (Flexible),Basic,498,Armored,Improvised Explosive Devices (IEDs),Medium,Tactical Genius,Reconnaissance,Rural,Clear,Night,None,Yes (Air Support),Patrolling,Weapons Free,5
214,Platoon,Military Police,Rookie,Advanced Weaponry,Decentralized,Overstocked,233,Drone Operators,Sniper Teams,High,Incompetent,Secure Objective,Rural,Heavy Rain,Dawn,Low,Yes (Air & Artillery),Encirclement,Return Fire Only,5
13,Battalion,Airborne,Mixed,Riot Gear,Decentralized,Well-Supplied,303,Drone Operators,Sniper Teams,Low,Incompetent,Peacekeeping,Coastal,Clear,Dusk,Low,Yes (Artillery),Guerrilla Tactics,Observe and Report,5
29,Battalion,Reconnaissance,Rookie,Riot Gear,Centralized (Strict Hierarchy),Minimal,61,Guerrilla,Improvised Explosive Devices (IEDs),Medium,Incompetent,Counter-insurgency,Suburban,Clear,Night,Low,Yes (Artillery),Tactical Retreat,Minimize Collateral Damage,4
426,Battalion,Airborne,Elite,Medical Supplies,Decentralized,Minimal,296,Mechanized Infantry,Standard Equipment,High,Competent,Reconnaissance,Forest,Clear,Dusk,None,No,Patrolling,Observe and Report,1
5,Battalion,Reconnaissance,Veteran,Riot Gear,Centralized (Flexible),Basic,267,Light Infantry,Standard Equipment,Low,Tactical Genius,Counter-insurgency,Jungle,Snow,Dusk,Medium,Yes (Artillery & Close Air Support),Static Defense,Non-Lethal Force Only,2
6,Battalion,Combat Medic Team,Mixed,Specialized Gear,Centralized (Strict Hierarchy),Adequate,357,Irregular Militia,Sniper Teams,Low,Strong,Peacekeeping,Arctic,Light Rain,Dusk,Medium,Yes (Air Support),Guerrilla Tactics,Return Fire Only,2
24,Squad,Special Forces,Rookie,Standard Issue,Decentralized,Basic,327,Guerrilla,Improvised Explosive Devices (IEDs),Low,Charismatic Leader,Secure Objective,Coastal,Snow,Night,High,Yes (Artillery & Close Air Support),Patrolling,Observe and Report,8
739,Battalion,Reconnaissance,Elite,Basic (Limited Ammo),Centralized (Flexible),Adequate,28,Light Infantry,Standard Equipment,High,Tactical Genius,Rescue/Evacuation,Mountain,Extreme Cold,Day,Medium,Yes (Air & Artillery),Infiltration,Observe and Report,4
10,Platoon,Engineers,Elite,Medical Supplies,Centralized (Strict Hierarchy),Overstocked,444,Armored,Improvised Explosive Devices (IEDs),Fanatical,Competent,Secure Objective,Suburban,Light Rain,Dusk,Medium,Yes (Naval Gunfire),Infiltration,Minimize Collateral Damage,4
784,Battalion,Combat Medic Team,Rookie,Advanced Weaponry,Decentralized,Well-Supplied,135,Armored,Improvised Explosive Devices (IEDs),High,Strong,Counter-insurgency,Island,Heavy Rain,Day,High,No,Encirclement,Non-Lethal Force Only,2
26,Squad,Special Forces,Rookie,Riot Gear,Centralized (Flexible),Minimal,220,Special Forces,Advanced Communication,High,Strong,Secure Objective,Island,Snow,Night,High,Yes (Artillery),Patrolling,Non-Lethal Force Only,2
8,Company,Armored,Mixed,Advanced Weaponry,Decentralized (Limited Communication),Well-Supplied,444,Mechanized Infantry,Improvised Explosive Devices (IEDs),Medium,Weak,Eliminate Enemy Force,Desert,Thunderstorm,Dusk,Medium,No,Aggressive Push,Weapons Free,7
13,Battalion,Infantry,Elite,Medical Supplies,Centralized (Flexible),Overstocked,453,Irregular Militia,Sniper Teams,Medium,Strong,Cyber Defense,Arctic,Heavy Rain,Dawn,None,No,Encirclement,Non-Lethal Force Only,9
37,Squad,Combat Medic Team,Rookie,Riot Gear,Decentralized,Basic,14,Cyber Warfare,Standard Equipment,Fanatical,Charismatic Leader,Reconnaissance,Mountain,Light Rain,Dusk,Low,Yes (Air & Artillery),Static Defense,Observe and Report,5
829,Platoon,Military Police,Mixed,Basic (Limited Ammo),Centralized (Strict Hierarchy),Well-Supplied,308,Irregular Militia,Advanced Communication,High,Competent,Counter-insurgency,Rural,Snow,Night,Low,Yes (Artillery & Close Air Support),Tactical Retreat,Non-Lethal Force Only,2
871,Company,Mechanized,Mixed,Basic (Limited Ammo),Centralized (Flexible),Minimal,289,Special Forces,Improvised Explosive Devices (IEDs),Medium,Tactical Genius,Secure Objective,Rural,Cloudy,Dusk,High,Yes (Air Support),Tactical Retreat,Non-Lethal Force Only,2
42,Battalion,Combat Medic Team,Rookie,Basic (Limited Ammo),Centralized (Flexible),Minimal,142,Cyber Warfare,Standard Equipment,Low,Strong,Counter-insurgency,Jungle,Clear,Night,Low,Yes (Air & Artillery),Encirclement,Protect Civilians at All Costs,8
11,Fire Team,Special Forces,Veteran,Riot Gear,Centralized (Strict Hierarchy),Adequate,292,Armored,Advanced Communication,Medium,Incompetent,Counter-insurgency,Mountain,Light Rain,Dusk,High,Yes (Artillery),Infiltration,Return Fire Only,1
244,Battalion,Engineers,Elite,Specialized Gear,Decentralized,Overstocked,244,Drone Operators,Sniper Teams,Fanatical,Competent,Infrastructure Protection,Forest,Cloudy,Dawn,None,Yes (Naval Gunfire),Static Defense,Protect Civilians at All Costs,3
4,Squad,Infantry,Rookie,Standard Issue,Centralized (Flexible),Basic,126,Armored,Improvised Explosive Devices (IEDs),Low,Competent,Eliminate Enemy Force,Desert,Extreme Heat,Day,None,Yes (Air Support),Encirclement,Return Fire Only,5
4,Platoon,Combat Medic Team,Elite,Riot Gear,Centralized (Flexible),Adequate,492,Guerrilla,Sniper Teams,Fanatical,Strong,Rescue/Evacuation,Rural,Thunderstorm,Day,Low,Yes (Artillery),Infiltration,Protect Civilians at All Costs,4
8,Battalion,Military Police,Mixed,Advanced Weaponry,Centralized,Well-Supplied,291,Irregular Militia,Standard Equipment,Low,Competent,Cyber Defense,Desert,Light Rain,Day,None,Yes (Naval Gunfire),Static Defense,Protect Civilians at All Costs,7
43,Battalion,Infantry,Veteran,Basic (Limited Ammo),Centralized,Overstocked,307,Light Infantry,Improvised Explosive Devices (IEDs),Medium,Charismatic Leader,Reconnaissance,Island,Thunderstorm,Day,High,No,Patrolling,Weapons Free,5
4,Squad,Airborne,Mixed,Basic (Limited Ammo),Centralized (Strict Hierarchy),Minimal,97,Armored,Improvised Explosive Devices (IEDs),High,Incompetent,Peacekeeping,Jungle,Extreme Cold,Night,High,Yes (Artillery),Aggressive Push,Observe and Report,8
160,Fire Team,Armored,Veteran,Basic (Limited Ammo),Centralized (Flexible),Minimal,340,Armored,Improvised Explosive Devices (IEDs),Fanatical,Competent,Infrastructure Protection,Forest,Thunderstorm,Dawn,High,Yes (Artillery & Close Air Support),Guerrilla Tactics,Return Fire Only,6
17,Squad,Combat Medic Team,Rookie,Standard Issue,Centralized (Strict Hierarchy),Basic,483,Armored,Improvised Explosive Devices (IEDs),Low,Competent,Rescue/Evacuation,Island,Clear,Dusk,None,Yes (Air & Artillery),Infiltration,Protect Civilians at All Costs,6
6,Fire Team,Armored,Veteran,Basic (Limited Ammo),Centralized (Strict Hierarchy),Adequate,472,Irregular Militia,Improvised Explosive Devices (IEDs),Medium,Weak,Reconnaissance,Suburban,Extreme Cold,Dawn,Medium,Yes (Air & Artillery),Static Defense,Minimize Collateral Damage,7
211,Platoon,Reconnaissance,Elite,Basic (Limited Ammo),Centralized (Flexible),Well-Supplied,124,Armored,Sniper Teams,Medium,Charismatic Leader,Rescue/Evacuation,Suburban,Cloudy,Dawn,High,Yes (Air Support),Tactical Retreat,Protect Civilians at All Costs,3
915,Squad,Armored,Rookie,Medical Supplies,Centralized (Strict Hierarchy),Overstocked,195,Irregular Militia,Standard Equipment,Fanatical,Weak,Eliminate Enemy Force,Desert,Extreme Cold,Dusk,Medium,Yes (Naval Gunfire),Encirclement,Weapons Free,3
861,Squad,Airborne,Rookie,Medical Supplies,Centralized (Strict Hierarchy),Adequate,293,Guerrilla,Advanced Communication,High,Weak,Peacekeeping,Urban,Light Rain,Dawn,High,No,Tactical Retreat,Return Fire Only,9
352,Battalion,Reconnaissance,Veteran,Riot Gear,Centralized (Strict Hierarchy),Overstocked,142,Irregular Militia,Standard Equipment,Low,Strong,Reconnaissance,Island,Clear,Dawn,Low,Yes (Air & Artillery),Aggressive Push,Protect Civilians at All Costs,8
20,Battalion,Mechanized,Mixed,Standard Issue,Centralized (Flexible),Minimal,107,Guerrilla,Advanced Communication,Medium,Competent,Reconnaissance,Mountain,Snow,Day,Low,Yes (Artillery),Infiltration,Observe and Report,9
11,Platoon,Reconnaissance,Veteran,Specialized Gear,Centralized (Strict Hierarchy),Well-Supplied,95,Special Forces,Improvised Explosive Devices (IEDs),High,Tactical Genius,Rescue/Evacuation,Rural,Fog,Night,High,Yes (Naval Gunfire),Infiltration,Observe and Report,8
185,Battalion,Combat Medic Team,Elite,Standard Issue,Decentralized,Well-Supplied,229,Special Forces,Sniper Teams,High,Weak,Rescue/Evacuation,Mountain,Heavy Rain,Dawn,Medium,Yes (Artillery & Close Air Support),Aggressive Push,Protect Civilians at All Costs,8
856,Fire Team,Mechanized,Mixed,Riot Gear,Centralized,Minimal,82,Armored,Standard Equipment,Fanatical,Incompetent,Cyber Defense,Coastal,Sandstorm,Day,None,No,Encirclement,Non-Lethal Force Only,7
886,Fire Team,Mechanized,Mixed,Riot Gear,Centralized (Flexible),Minimal,341,Mechanized Infantry,Advanced Communication,High,Tactical Genius,Secure Objective,Mountain,Blizzard,Dawn,Low,Yes (Air Support),Encirclement,Non-Lethal Force Only,6
133,Platoon,Reconnaissance,Mixed,Basic (Limited Ammo),Centralized (Flexible),Well-Supplied,385,Mechanized Infantry,Sniper Teams,Medium,Strong,Cyber Defense,Arctic,Thunderstorm,Night,Medium,No,Encirclement,Return Fire Only,1
240,Fire Team,Engineers,Elite,Specialized Gear,Centralized,Basic,497,Cyber Warfare,Advanced Communication,Low,Weak,Eliminate Enemy Force,Jungle,Light Rain,Dusk,Low,Yes (Air & Artillery),Patrolling,Protect Civilians at All Costs,9
18,Fire Team,Engineers,Elite,Advanced Weaponry,Centralized (Strict Hierarchy),Adequate,156,Mechanized Infantry,Improvised Explosive Devices (IEDs),Medium,Competent,Eliminate Enemy Force,Jungle,Extreme Heat,Dusk,Medium,Yes (Air Support),Static Defense,Observe and Report,4
80,Platoon,Military Police,Mixed,Advanced Weaponry,Centralized (Strict Hierarchy),Adequate,418,Cyber Warfare,Sniper Teams,Medium,Competent,Cyber Defense,Urban,Sandstorm,Dusk,High,Yes (Air Support),Aggressive Push,Minimize Collateral Damage,1
872,Fire Team,Mechanized,Elite,Riot Gear,Centralized (Strict Hierarchy),Well-Supplied,383,Drone Operators,Standard Equipment,Low,Weak,Cyber Defense,Desert,Cloudy,Night,Medium,Yes (Naval Gunfire),Aggressive Push,Minimize Collateral Damage,5
642,Platoon,Airborne,Veteran,Specialized Gear,Decentralized,Adequate,393,Guerrilla,Improvised Explosive Devices (IEDs),Medium,Strong,Rescue/Evacuation,Coastal,Extreme Heat,Day,High,Yes (Artillery & Close Air Support),Aggressive Push,Minimize Collateral Damage,3
179,Company,Mechanized,Rookie,Riot Gear,Decentralized (Limited Communication),Basic,182,Special Forces,Advanced Communication,Low,Strong,Infrastructure Protection,Mountain,Fog,Day,Low,Yes (Artillery & Close Air Support),Patrolling,Protect Civilians at All Costs,7
153,Company,Reconnaissance,Mixed,Riot Gear,Centralized (Strict Hierarchy),Overstocked,180,Special Forces,Improvised Explosive Devices (IEDs),Low,Incompetent,Eliminate Enemy Force,Coastal,Cloudy,Dusk,Low,Yes (Air Support),Guerrilla Tactics,Non-Lethal Force Only,2
902,Squad,Engineers,Elite,Medical Supplies,Centralized (Strict Hierarchy),Overstocked,341,Drone Operators,Advanced Communication,Low,Incompetent,Cyber Defense,Coastal,Sandstorm,Dawn,High,No,Infiltration,Non-Lethal Force Only,4
934,Fire Team,Special Forces,Rookie,Specialized Gear,Decentralized,Minimal,444,Light Infantry,Standard Equipment,High,Weak,Peacekeeping,Mountain,Heavy Rain,Dawn,High,No,Patrolling,Protect Civilians at All Costs,6
245,Fire Team,Mechanized,Elite,Basic (Limited Ammo),Centralized,Basic,474,Special Forces,Standard Equipment,Medium,Competent,Rescue/Evacuation,Mountain,Extreme Heat,Dusk,None,Yes (Air Support),Static Defense,Observe and Report,8
4,Platoon,Reconnaissance,Mixed,Standard Issue,Decentralized (Limited Communication),Overstocked,180,Irregular Militia,Improvised Explosive Devices (IEDs),Fanatical,Weak,Reconnaissance,Rural,Clear,Night,Low,Yes (Artillery),Infiltration,Protect Civilians at All Costs,9
124,Fire Team,Airborne,Mixed,Medical Supplies,Centralized (Flexible),Overstocked,386,Armored,Advanced Communication,High,Weak,Peacekeeping,Jungle,Clear,Dawn,Low,Yes (Artillery),Patrolling,Return Fire Only,7
963,Fire Team,Engineers,Mixed,Medical Supplies,Centralized,Overstocked,355,Cyber Warfare,Advanced Communication,Low,Competent,Eliminate Enemy Force,Mountain,Extreme Cold,Dawn,High,Yes (Artillery),Static Defense,Non-Lethal Force Only,4
171,Platoon,Infantry,Elite,Standard Issue,Decentralized,Well-Supplied,485,Irregular Militia,Improvised Explosive Devices (IEDs),Low,Charismatic Leader,Eliminate Enemy Force,Arctic,Extreme Cold,Night,High,No,Guerrilla Tactics,Minimize Collateral Damage,1
515,Platoon,Combat Medic Team,Mixed,Specialized Gear,Centralized,Basic,361,Special Forces,Improvised Explosive Devices (IEDs),Medium,Tactical Genius,Reconnaissance,Jungle,Blizzard,Dusk,Medium,Yes (Air Support),Static Defense,Minimize Collateral Damage,4
867,Fire Team,Engineers,Mixed,Medical Supplies,Centralized (Flexible),Minimal,378,Irregular Militia,Standard Equipment,Low,Tactical Genius,Secure Objective,Jungle,Sandstorm,Night,High,Yes (Air & Artillery),Patrolling,Non-Lethal Force Only,9
8,Battalion,Armored,Veteran,Riot Gear,Centralized (Flexible),Basic,247,Drone Operators,Sniper Teams,Medium,Tactical Genius,Cyber Defense,Desert,Extreme Heat,Day,Medium,Yes (Artillery),Infiltration,Protect Civilians at All Costs,5
11,Company,Reconnaissance,Veteran,Specialized Gear,Centralized (Flexible),Adequate,212,Light Infantry,Standard Equipment,Fanatical,Incompetent,Cyber Defense,Urban,Sandstorm,Day,None,Yes (Naval Gunfire),Static Defense,Observe and Report,2
4,Fire Team,Engineers,Elite,Riot Gear,Decentralized (Limited Communication),Basic,136,Irregular Militia,Advanced Communication,Low,Incompetent,Cyber Defense,Jungle,Snow,Day,High,Yes (Air & Artillery),Static Defense,Weapons Free,8
5,Squad,Military Police,Veteran,Medical Supplies,Decentralized (Limited Communication),Basic,400,Drone Operators,Sniper Teams,Fanatical,Incompetent,Counter-insurgency,Urban,Sandstorm,Dawn,High,Yes (Artillery),Aggressive Push,Protect Civilians at All Costs,8
6,Company,Combat Medic Team,Veteran,Standard Issue,Decentralized (Limited Communication),Well-Supplied,11,Cyber Warfare,Standard Equipment,High,Strong,Eliminate Enemy Force,Suburban,Snow,Dawn,Low,Yes (Artillery),Encirclement,Non-Lethal Force Only,2
8,Platoon,Airborne,Veteran,Advanced Weaponry,Centralized,Adequate,459,Light Infantry,Sniper Teams,Fanatical,Tactical Genius,Cyber Defense,Jungle,Extreme Heat,Dusk,None,Yes (Naval Gunfire),Aggressive Push,Protect Civilians at All Costs,3
8,Platoon,Armored,Rookie,Specialized Gear,Decentralized (Limited Communication),Adequate,161,Drone Operators,Standard Equipment,High,Charismatic Leader,Rescue/Evacuation,Rural,Sandstorm,Dawn,High,Yes (Artillery & Close Air Support),Tactical Retreat,Weapons Free,4
9,Platoon,Engineers,Rookie,Medical Supplies,Centralized (Flexible),Basic,417,Guerrilla,Sniper Teams,Low,Tactical Genius,Secure Objective,Urban,Cloudy,Dawn,Low,Yes (Air Support),Encirclement,Observe and Report,7
172,Platoon,Reconnaissance,Mixed,Medical Supplies,Decentralized,Minimal,239,Light Infantry,Improvised Explosive Devices (IEDs),Fanatical,Strong,Counter-insurgency,Jungle,Snow,Night,None,Yes (Artillery),Static Defense,Observe and Report,7
643,Fire Team,Engineers,Mixed,Medical Supplies,Centralized (Strict Hierarchy),Basic,213,Cyber Warfare,Improvised Explosive Devices (IEDs),Medium,Incompetent,Counter-insurgency,Island,Extreme Heat,Day,High,Yes (Air & Artillery),Static Defense,Non-Lethal Force Only,4
